id,value,category
106110,-40,0
106111,-39,1
106112,-38,2
106113,-37,3
106114,-36,4
106115,-35,5
106116,-34,6
106117,-33,7
106118,-32,8
106119,-31,9
106120,-30,0
106121,-29,1
106122,-28,2
106123,-27,3
106124,-26,4
106125,-25,5
106126,-24,6
106127,-23,7
106128,-22,8
106129,-21,9
106130,-20,0
106131,-19,1
106132,-18,2
106133,-17,3
106134,-16,4
106135,-15,5
106136,-14,6
106137,-13,7
106138,-12,8
106139,-11,9
106140,-10,0
106141,-9,1
106142,-8,2
106143,-7,3
106144,-6,4
106145,-5,5
106146,-4,6
106147,-3,7
106148,-2,8
106149,-1,9
106150,0,0
106151,1,1
106152,2,2
106153,3,3
106154,4,4
106155,5,5
106156,6,6
106157,7,7
106158,8,8
106159,9,9
106160,10,0
106161,11,1
106162,12,2
106163,13,3
106164,14,4
106165,15,5
106166,16,6
106167,17,7
106168,18,8
106169,19,9
106170,20,0
106171,21,1
106172,22,2
106173,23,3
106174,24,4
106175,25,5
106176,26,6
106177,27,7
106178,28,8
106179,29,9
106180,30,0
106181,31,1
106182,32,2
106183,33,3
106184,34,4
106185,35,5
106186,36,6
106187,37,7
106188,38,8
106189,39,9
106190,40,0
106191,41,1
106192,42,2
106193,43,3
106194,44,4
106195,45,5
106196,46,6
106197,47,7
106198,48,8
106199,49,9
106200,-50,0
106201,-49,1
106202,-48,2
106203,-47,3
106204,-46,4
106205,-45,5
106206,-44,6
106207,-43,7
106208,-42,8
106209,-41,9
106210,-40,0
106211,-39,1
106212,-38,2
106213,-37,3
106214,-36,4
106215,-35,5
106216,-34,6
106217,-33,7
106218,-32,8
106219,-31,9
106220,-30,0
106221,-29,1
106222,-28,2
106223,-27,3
106224,-26,4
106225,-25,5
106226,-24,6
106227,-23,7
106228,-22,8
106229,-21,9
106230,-20,0
106231,-19,1
106232,-18,2
106233,-17,3
106234,-16,4
106235,-15,5
106236,-14,6
106237,-13,7
106238,-12,8
106239,-11,9
106240,-10,0
106241,-9,1
106242,-8,2
106243,-7,3
106244,-6,4
106245,-5,5
106246,-4,6
106247,-3,7
106248,-2,8
106249,-1,9
106250,0,0
106251,1,1
106252,2,2
106253,3,3
106254,4,4
106255,5,5
106256,6,6
106257,7,7
106258,8,8
106259,9,9
106260,10,0
106261,11,1
106262,12,2
106263,13,3
106264,14,4
106265,15,5
106266,16,6
106267,17,7
106268,18,8
106269,19,9
106270,20,0
106271,21,1
106272,22,2
106273,23,3
106274,24,4
106275,25,5
106276,26,6
106277,27,7
106278,28,8
106279,29,9
106280,30,0
106281,31,1
106282,32,2
106283,33,3
106284,34,4
106285,35,5
106286,36,6
106287,37,7
106288,38,8
106289,39,9
106290,40,0
106291,41,1
106292,42,2
106293,43,3
106294,44,4
106295,45,5
106296,46,6
106297,47,7
106298,48,8
106299,49,9
106300,-50,0
106301,-49,1
106302,-48,2
106303,-47,3
106304,-46,4
106305,-45,5
106306,-44,6
106307,-43,7
106308,-42,8
106309,-41,9
106310,-40,0
106311,-39,1
106312,-38,2
106313,-37,3
106314,-36,4
106315,-35,5
106316,-34,6
106317,-33,7
106318,-32,8
106319,-31,9
106320,-30,0
106321,-29,1
106322,-28,2
106323,-27,3
106324,-26,4
106325,-25,5
106326,-24,6
106327,-23,7
106328,-22,8
106329,-21,9
106330,-20,0
106331,-19,1
106332,-18,2
106333,-17,3
106334,-16,4
106335,-15,5
106336,-14,6
106337,-13,7
106338,-12,8
106339,-11,9
106340,-10,0
106341,-9,1
106342,-8,2
106343,-7,3
106344,-6,4
106345,-5,5
106346,-4,6
106347,-3,7
106348,-2,8
106349,-1,9
106350,0,0
106351,1,1
106352,2,2
106353,3,3
106354,4,4
106355,5,5
106356,6,6
106357,7,7
106358,8,8
106359,9,9
106360,10,0
106361,11,1
106362,12,2
106363,13,3
106364,14,4
106365,15,5
106366,16,6
106367,17,7
106368,18,8
106369,19,9
106370,20,0
106371,21,1
106372,22,2
106373,23,3
106374,24,4
106375,25,5
106376,26,6
106377,27,7
106378,28,8
106379,29,9
106380,30,0
106381,31,1
106382,32,2
106383,33,3
106384,34,4
106385,35,5
106386,36,6
106387,37,7
106388,38,8
106389,39,9
106390,40,0
106391,41,1
106392,42,2
106393,43,3
106394,44,4
106395,45,5
106396,46,6
106397,47,7
106398,48,8
106399,49,9
106400,-50,0
106401,-49,1
106402,-48,2
106403,-47,3
106404,-46,4
106405,-45,5
106406,-44,6
106407,-43,7
106408,-42,8
106409,-41,9
106410,-40,0
106411,-39,1
106412,-38,2
106413,-37,3
106414,-36,4
106415,-35,5
106416,-34,6
106417,-33,7
106418,-32,8
106419,-31,9
106420,-30,0
106421,-29,1
106422,-28,2
106423,-27,3
106424,-26,4
106425,-25,5
106426,-24,6
106427,-23,7
106428,-22,8
106429,-21,9
106430,-20,0
106431,-19,1
106432,-18,2
106433,-17,3
106434,-16,4
106435,-15,5
106436,-14,6
106437,-13,7
106438,-12,8
106439,-11,9
106440,-10,0
106441,-9,1
106442,-8,2
106443,-7,3
106444,-6,4
106445,-5,5
106446,-4,6
106447,-3,7
106448,-2,8
106449,-1,9
106450,0,0
106451,1,1
106452,2,2
106453,3,3
106454,4,4
106455,5,5
106456,6,6
106457,7,7
106458,8,8
106459,9,9
106460,10,0
106461,11,1
106462,12,2
106463,13,3
106464,14,4
106465,15,5
106466,16,6
106467,17,7
106468,18,8
106469,19,9
106470,20,0
106471,21,1
106472,22,2
106473,23,3
106474,24,4
106475,25,5
106476,26,6
106477,27,7
106478,28,8
106479,29,9
106480,30,0
106481,31,1
106482,32,2
106483,33,3
106484,34,4
106485,35,5
106486,36,6
106487,37,7
106488,38,8
106489,39,9
106490,40,0
106491,41,1
106492,42,2
106493,43,3
106494,44,4
106495,45,5
106496,46,6
106497,47,7
106498,48,8
106499,49,9
106500,-50,0
106501,-49,1
106502,-48,2
106503,-47,3
106504,-46,4
106505,-45,5
106506,-44,6
106507,-43,7
106508,-42,8
106509,-41,9
106510,-40,0
106511,-39,1
106512,-38,2
106513,-37,3
106514,-36,4
106515,-35,5
106516,-34,6
106517,-33,7
106518,-32,8
106519,-31,9
106520,-30,0
106521,-29,1
106522,-28,2
106523,-27,3
106524,-26,4
106525,-25,5
106526,-24,6
106527,-23,7
106528,-22,8
106529,-21,9
106530,-20,0
106531,-19,1
106532,-18,2
106533,-17,3
106534,-16,4
106535,-15,5
106536,-14,6
106537,-13,7
106538,-12,8
106539,-11,9
106540,-10,0
106541,-9,1
106542,-8,2
106543,-7,3
106544,-6,4
106545,-5,5
106546,-4,6
106547,-3,7
106548,-2,8
106549,-1,9
106550,0,0
106551,1,1
106552,2,2
106553,3,3
106554,4,4
106555,5,5
106556,6,6
106557,7,7
106558,8,8
106559,9,9
106560,10,0
106561,11,1
106562,12,2
106563,13,3
106564,14,4
106565,15,5
106566,16,6
106567,17,7
106568,18,8
106569,19,9
106570,20,0
106571,21,1
106572,22,2
106573,23,3
106574,24,4
106575,25,5
106576,26,6
106577,27,7
106578,28,8
106579,29,9
106580,30,0
106581,31,1
106582,32,2
106583,33,3
106584,34,4
106585,35,5
106586,36,6
106587,37,7
106588,38,8
106589,39,9
106590,40,0
106591,41,1
106592,42,2
106593,43,3
106594,44,4
106595,45,5
106596,46,6
106597,47,7
106598,48,8
106599,49,9
106600,-50,0
106601,-49,1
106602,-48,2
106603,-47,3
106604,-46,4
106605,-45,5
106606,-44,6
106607,-43,7
106608,-42,8
106609,-41,9
106610,-40,0
106611,-39,1
106612,-38,2
106613,-37,3
106614,-36,4
106615,-35,5
106616,-34,6
106617,-33,7
106618,-32,8
106619,-31,9
106620,-30,0
106621,-29,1
106622,-28,2
106623,-27,3
106624,-26,4
106625,-25,5
106626,-24,6
106627,-23,7
106628,-22,8
106629,-21,9
106630,-20,0
106631,-19,1
106632,-18,2
106633,-17,3
106634,-16,4
106635,-15,5
106636,-14,6
106637,-13,7
106638,-12,8
106639,-11,9
106640,-10,0
106641,-9,1
106642,-8,2
106643,-7,3
106644,-6,4
106645,-5,5
106646,-4,6
106647,-3,7
106648,-2,8
106649,-1,9
106650,0,0
106651,1,1
106652,2,2
106653,3,3
106654,4,4
106655,5,5
106656,6,6
106657,7,7
106658,8,8
106659,9,9
106660,10,0
106661,11,1
106662,12,2
106663,13,3
106664,14,4
106665,15,5
106666,16,6
106667,17,7
106668,18,8
106669,19,9
106670,20,0
106671,21,1
106672,22,2
106673,23,3
106674,24,4
106675,25,5
106676,26,6
106677,27,7
106678,28,8
106679,29,9
106680,30,0
106681,31,1
106682,32,2
106683,33,3
106684,34,4
106685,35,5
106686,36,6
106687,37,7
106688,38,8
106689,39,9
106690,40,0
106691,41,1
106692,42,2
106693,43,3
106694,44,4
106695,45,5
106696,46,6
106697,47,7
106698,48,8
106699,49,9
106700,-50,0
106701,-49,1
106702,-48,2
106703,-47,3
106704,-46,4
106705,-45,5
106706,-44,6
106707,-43,7
106708,-42,8
106709,-41,9
106710,-40,0
106711,-39,1
106712,-38,2
106713,-37,3
106714,-36,4
106715,-35,5
106716,-34,6
106717,-33,7
106718,-32,8
106719,-31,9
106720,-30,0
106721,-29,1
106722,-28,2
106723,-27,3
106724,-26,4
106725,-25,5
106726,-24,6
106727,-23,7
106728,-22,8
106729,-21,9
106730,-20,0
106731,-19,1
106732,-18,2
106733,-17,3
106734,-16,4
106735,-15,5
106736,-14,6
106737,-13,7
106738,-12,8
106739,-11,9
106740,-10,0
106741,-9,1
106742,-8,2
106743,-7,3
106744,-6,4
106745,-5,5
106746,-4,6
106747,-3,7
106748,-2,8
106749,-1,9
106750,0,0
106751,1,1
106752,2,2
106753,3,3
106754,4,4
106755,5,5
106756,6,6
106757,7,7
106758,8,8
106759,9,9
106760,10,0
106761,11,1
106762,12,2
106763,13,3
106764,14,4
106765,15,5
106766,16,6
106767,17,7
106768,18,8
106769,19,9
106770,20,0
106771,21,1
106772,22,2
106773,23,3
106774,24,4
106775,25,5
106776,26,6
106777,27,7
106778,28,8
106779,29,9
106780,30,0
106781,31,1
106782,32,2
106783,33,3
106784,34,4
106785,35,5
106786,36,6
106787,37,7
106788,38,8
106789,39,9
106790,40,0
106791,41,1
106792,42,2
106793,43,3
106794,44,4
106795,45,5
106796,46,6
106797,47,7
106798,48,8
106799,49,9
106800,-50,0
106801,-49,1
106802,-48,2
106803,-47,3
106804,-46,4
106805,-45,5
106806,-44,6
106807,-43,7
106808,-42,8
106809,-41,9
106810,-40,0
106811,-39,1
106812,-38,2
106813,-37,3
106814,-36,4
106815,-35,5
106816,-34,6
106817,-33,7
106818,-32,8
106819,-31,9
106820,-30,0
106821,-29,1
106822,-28,2
106823,-27,3
106824,-26,4
106825,-25,5
106826,-24,6
106827,-23,7
106828,-22,8
106829,-21,9
106830,-20,0
106831,-19,1
106832,-18,2
106833,-17,3
106834,-16,4
106835,-15,5
106836,-14,6
106837,-13,7
106838,-12,8
106839,-11,9
106840,-10,0
106841,-9,1
106842,-8,2
106843,-7,3
106844,-6,4
106845,-5,5
106846,-4,6
106847,-3,7
106848,-2,8
106849,-1,9
106850,0,0
106851,1,1
106852,2,2
106853,3,3
106854,4,4
106855,5,5
106856,6,6
106857,7,7
106858,8,8
106859,9,9
106860,10,0
106861,11,1
106862,12,2
106863,13,3
106864,14,4
106865,15,5
106866,16,6
106867,17,7
106868,18,8
106869,19,9
106870,20,0
106871,21,1
106872,22,2
106873,23,3
106874,24,4
106875,25,5
106876,26,6
106877,27,7
106878,28,8
106879,29,9
106880,30,0
106881,31,1
106882,32,2
106883,33,3
106884,34,4
106885,35,5
106886,36,6
106887,37,7
106888,38,8
106889,39,9
106890,40,0
106891,41,1
106892,42,2
106893,43,3
106894,44,4
106895,45,5
106896,46,6
106897,47,7
106898,48,8
106899,49,9
106900,-50,0
106901,-49,1
106902,-48,2
106903,-47,3
106904,-46,4
106905,-45,5
106906,-44,6
106907,-43,7
106908,-42,8
106909,-41,9
106910,-40,0
106911,-39,1
106912,-38,2
106913,-37,3
106914,-36,4
106915,-35,5
106916,-34,6
106917,-33,7
106918,-32,8
106919,-31,9
106920,-30,0
106921,-29,1
106922,-28,2
106923,-27,3
106924,-26,4
106925,-25,5
106926,-24,6
106927,-23,7
106928,-22,8
106929,-21,9
106930,-20,0
106931,-19,1
106932,-18,2
106933,-17,3
106934,-16,4
106935,-15,5
106936,-14,6
106937,-13,7
106938,-12,8
106939,-11,9
106940,-10,0
106941,-9,1
106942,-8,2
106943,-7,3
106944,-6,4
106945,-5,5
106946,-4,6
106947,-3,7
106948,-2,8
106949,-1,9
106950,0,0
106951,1,1
106952,2,2
106953,3,3
106954,4,4
106955,5,5
106956,6,6
106957,7,7
106958,8,8
106959,9,9
106960,10,0
106961,11,1
106962,12,2
106963,13,3
106964,14,4
106965,15,5
106966,16,6
106967,17,7
106968,18,8
106969,19,9
106970,20,0
106971,21,1
106972,22,2
106973,23,3
106974,24,4
106975,25,5
106976,26,6
106977,27,7
106978,28,8
106979,29,9
106980,30,0
106981,31,1
106982,32,2
106983,33,3
106984,34,4
106985,35,5
106986,36,6
106987,37,7
106988,38,8
106989,39,9
106990,40,0
106991,41,1
106992,42,2
106993,43,3
106994,44,4
106995,45,5
106996,46,6
106997,47,7
106998,48,8
106999,49,9
107000,-50,0
107001,-49,1
107002,-48,2
107003,-47,3
107004,-46,4
107005,-45,5
107006,-44,6
107007,-43,7
107008,-42,8
107009,-41,9
107010,-40,0
107011,-39,1
107012,-38,2
107013,-37,3
107014,-36,4
107015,-35,5
107016,-34,6
107017,-33,7
107018,-32,8
107019,-31,9
107020,-30,0
107021,-29,1
107022,-28,2
107023,-27,3
107024,-26,4
107025,-25,5
107026,-24,6
107027,-23,7
107028,-22,8
107029,-21,9
107030,-20,0
107031,-19,1
107032,-18,2
107033,-17,3
107034,-16,4
107035,-15,5
107036,-14,6
107037,-13,7
107038,-12,8
107039,-11,9
107040,-10,0
107041,-9,1
107042,-8,2
107043,-7,3
107044,-6,4
107045,-5,5
107046,-4,6
107047,-3,7
107048,-2,8
107049,-1,9
107050,0,0
107051,1,1
107052,2,2
107053,3,3
107054,4,4
107055,5,5
107056,6,6
107057,7,7
107058,8,8
107059,9,9
107060,10,0
107061,11,1
107062,12,2
107063,13,3
107064,14,4
107065,15,5
107066,16,6
107067,17,7
107068,18,8
107069,19,9
107070,20,0
107071,21,1
107072,22,2
107073,23,3
107074,24,4
107075,25,5
107076,26,6
107077,27,7
107078,28,8
107079,29,9
107080,30,0
107081,31,1
107082,32,2
107083,33,3
107084,34,4
107085,35,5
107086,36,6
107087,37,7
107088,38,8
107089,39,9
107090,40,0
107091,41,1
107092,42,2
107093,43,3
107094,44,4
107095,45,5
107096,46,6
107097,47,7
107098,48,8
107099,49,9
107100,-50,0
107101,-49,1
107102,-48,2
107103,-47,3
107104,-46,4
107105,-45,5
107106,-44,6
107107,-43,7
107108,-42,8
107109,-41,9
107110,-40,0
107111,-39,1
107112,-38,2
107113,-37,3
107114,-36,4
107115,-35,5
107116,-34,6
107117,-33,7
107118,-32,8
107119,-31,9
107120,-30,0
107121,-29,1
107122,-28,2
107123,-27,3
107124,-26,4
107125,-25,5
107126,-24,6
107127,-23,7
107128,-22,8
107129,-21,9
107130,-20,0
107131,-19,1
107132,-18,2
107133,-17,3
107134,-16,4
107135,-15,5
107136,-14,6
107137,-13,7
107138,-12,8
107139,-11,9
107140,-10,0
107141,-9,1
107142,-8,2
107143,-7,3
107144,-6,4
107145,-5,5
107146,-4,6
107147,-3,7
107148,-2,8
107149,-1,9
107150,0,0
107151,1,1
107152,2,2
107153,3,3
107154,4,4
107155,5,5
107156,6,6
107157,7,7
107158,8,8
107159,9,9
107160,10,0
107161,11,1
107162,12,2
107163,13,3
107164,14,4
107165,15,5
107166,16,6
107167,17,7
107168,18,8
107169,19,9
107170,20,0
107171,21,1
107172,22,2
107173,23,3
107174,24,4
107175,25,5
107176,26,6
107177,27,7
107178,28,8
107179,29,9
107180,30,0
107181,31,1
107182,32,2
107183,33,3
107184,34,4
107185,35,5
107186,36,6
107187,37,7
107188,38,8
107189,39,9
107190,40,0
107191,41,1
107192,42,2
107193,43,3
107194,44,4
107195,45,5
107196,46,6
107197,47,7
107198,48,8
107199,49,9
107200,-50,0
107201,-49,1
107202,-48,2
107203,-47,3
107204,-46,4
107205,-45,5
107206,-44,6
107207,-43,7
107208,-42,8
107209,-41,9
107210,-40,0
107211,-39,1
107212,-38,2
107213,-37,3
107214,-36,4
107215,-35,5
107216,-34,6
107217,-33,7
107218,-32,8
107219,-31,9
107220,-30,0
107221,-29,1
107222,-28,2
107223,-27,3
107224,-26,4
107225,-25,5
107226,-24,6
107227,-23,7
107228,-22,8
107229,-21,9
107230,-20,0
107231,-19,1
107232,-18,2
107233,-17,3
107234,-16,4
107235,-15,5
107236,-14,6
107237,-13,7
107238,-12,8
107239,-11,9
107240,-10,0
107241,-9,1
107242,-8,2
107243,-7,3
107244,-6,4
107245,-5,5
107246,-4,6
107247,-3,7
107248,-2,8
107249,-1,9
107250,0,0
107251,1,1
107252,2,2
107253,3,3
107254,4,4
107255,5,5
107256,6,6
107257,7,7
107258,8,8
107259,9,9
107260,10,0
107261,11,1
107262,12,2
107263,13,3
107264,14,4
107265,15,5
107266,16,6
107267,17,7
107268,18,8
107269,19,9
107270,20,0
107271,21,1
107272,22,2
107273,23,3
107274,24,4
107275,25,5
107276,26,6
107277,27,7
107278,28,8
107279,29,9
107280,30,0
107281,31,1
107282,32,2
107283,33,3
107284,34,4
107285,35,5
107286,36,6
107287,37,7
107288,38,8
107289,39,9
107290,40,0
107291,41,1
107292,42,2
107293,43,3
107294,44,4
107295,45,5
107296,46,6
107297,47,7
107298,48,8
107299,49,9
107300,-50,0
107301,-49,1
107302,-48,2
107303,-47,3
107304,-46,4
107305,-45,5
107306,-44,6
107307,-43,7
107308,-42,8
107309,-41,9
107310,-40,0
107311,-39,1
107312,-38,2
107313,-37,3
107314,-36,4
107315,-35,5
107316,-34,6
107317,-33,7
107318,-32,8
107319,-31,9
107320,-30,0
107321,-29,1
107322,-28,2
107323,-27,3
107324,-26,4
107325,-25,5
107326,-24,6
107327,-23,7
107328,-22,8
107329,-21,9
107330,-20,0
107331,-19,1
107332,-18,2
107333,-17,3
107334,-16,4
107335,-15,5
107336,-14,6
107337,-13,7
107338,-12,8
107339,-11,9
107340,-10,0
107341,-9,1
107342,-8,2
107343,-7,3
107344,-6,4
107345,-5,5
107346,-4,6
107347,-3,7
107348,-2,8
107349,-1,9
107350,0,0
107351,1,1
107352,2,2
107353,3,3
107354,4,4
107355,5,5
107356,6,6
107357,7,7
107358,8,8
107359,9,9
107360,10,0
107361,11,1
107362,12,2
107363,13,3
107364,14,4
107365,15,5
107366,16,6
107367,17,7
107368,18,8
107369,19,9
107370,20,0
107371,21,1
107372,22,2
107373,23,3
107374,24,4
107375,25,5
107376,26,6
107377,27,7
107378,28,8
107379,29,9
107380,30,0
107381,31,1
107382,32,2
107383,33,3
107384,34,4
107385,35,5
107386,36,6
107387,37,7
107388,38,8
107389,39,9
107390,40,0
107391,41,1
107392,42,2
107393,43,3
107394,44,4
107395,45,5
107396,46,6
107397,47,7
107398,48,8
107399,49,9
107400,-50,0
107401,-49,1
107402,-48,2
107403,-47,3
107404,-46,4
107405,-45,5
107406,-44,6
107407,-43,7
107408,-42,8
107409,-41,9
107410,-40,0
107411,-39,1
107412,-38,2
107413,-37,3
107414,-36,4
107415,-35,5
107416,-34,6
107417,-33,7
107418,-32,8
107419,-31,9
107420,-30,0
107421,-29,1
107422,-28,2
107423,-27,3
107424,-26,4
107425,-25,5
107426,-24,6
107427,-23,7
107428,-22,8
107429,-21,9
107430,-20,0
107431,-19,1
107432,-18,2
107433,-17,3
107434,-16,4
107435,-15,5
107436,-14,6
107437,-13,7
107438,-12,8
107439,-11,9
107440,-10,0
107441,-9,1
107442,-8,2
107443,-7,3
107444,-6,4
107445,-5,5
107446,-4,6
107447,-3,7
107448,-2,8
107449,-1,9
107450,0,0
107451,1,1
107452,2,2
107453,3,3
107454,4,4
107455,5,5
107456,6,6
107457,7,7
107458,8,8
107459,9,9
107460,10,0
107461,11,1
107462,12,2
107463,13,3
107464,14,4
107465,15,5
107466,16,6
107467,17,7
107468,18,8
107469,19,9
107470,20,0
107471,21,1
107472,22,2
107473,23,3
107474,24,4
107475,25,5
107476,26,6
107477,27,7
107478,28,8
107479,29,9
107480,30,0
107481,31,1
107482,32,2
107483,33,3
107484,34,4
107485,35,5
107486,36,6
107487,37,7
107488,38,8
107489,39,9
107490,40,0
107491,41,1
107492,42,2
107493,43,3
107494,44,4
107495,45,5
107496,46,6
107497,47,7
107498,48,8
107499,49,9
107500,-50,0
107501,-49,1
107502,-48,2
107503,-47,3
107504,-46,4
107505,-45,5
107506,-44,6
107507,-43,7
107508,-42,8
107509,-41,9
107510,-40,0
107511,-39,1
107512,-38,2
107513,-37,3
107514,-36,4
107515,-35,5
107516,-34,6
107517,-33,7
107518,-32,8
107519,-31,9
107520,-30,0
107521,-29,1
107522,-28,2
107523,-27,3
107524,-26,4
107525,-25,5
107526,-24,6
107527,-23,7
107528,-22,8
107529,-21,9
107530,-20,0
107531,-19,1
107532,-18,2
107533,-17,3
107534,-16,4
107535,-15,5
107536,-14,6
107537,-13,7
107538,-12,8
107539,-11,9
107540,-10,0
107541,-9,1
107542,-8,2
107543,-7,3
107544,-6,4
107545,-5,5
107546,-4,6
107547,-3,7
107548,-2,8
107549,-1,9
107550,0,0
107551,1,1
107552,2,2
107553,3,3
107554,4,4
107555,5,5
107556,6,6
107557,7,7
107558,8,8
107559,9,9
107560,10,0
107561,11,1
107562,12,2
107563,13,3
107564,14,4
107565,15,5
107566,16,6
107567,17,7
107568,18,8
107569,19,9
107570,20,0
107571,21,1
107572,22,2
107573,23,3
107574,24,4
107575,25,5
107576,26,6
107577,27,7
107578,28,8
107579,29,9
107580,30,0
107581,31,1
107582,32,2
107583,33,3
107584,34,4
107585,35,5
107586,36,6
107587,37,7
107588,38,8
107589,39,9
107590,40,0
107591,41,1
107592,42,2
107593,43,3
107594,44,4
107595,45,5
107596,46,6
107597,47,7
107598,48,8
107599,49,9
107600,-50,0
107601,-49,1
107602,-48,2
107603,-47,3
107604,-46,4
107605,-45,5
107606,-44,6
107607,-43,7
107608,-42,8
107609,-41,9
107610,-40,0
107611,-39,1
107612,-38,2
107613,-37,3
107614,-36,4
107615,-35,5
107616,-34,6
107617,-33,7
107618,-32,8
107619,-31,9
107620,-30,0
107621,-29,1
107622,-28,2
107623,-27,3
